surface,ranking,player_name,matches_played,return_points_won,return_points_won_in_play,vs_ace_pct,vs_double_fault_pct,vs_first_serve_win_pct,vs_second_serve_win_pct,break_point_conversion_pct,points_per_return_game,points_won_per_return_game,median_opponent_rank,mean_opponent_rank
hard,69,Tallon Griekspoor,27,30.50%,33.76%,15.05%,2.74%,21.48%,47.31%,29.60%,6.07,1.85,42,69.4
hard,183,Taro Daniel,20,36.68%,37.65%,10.44%,4.75%,28.11%,50.62%,44.96%,6.22,2.28,265,259
hard,9,Taylor Fritz,49,35.03%,36.29%,9.62%,3.51%,25.72%,51.59%,30.39%,6.62,2.32,39,53.5
hard,31,Taym Al Azmeh,5,45.56%,47.25%,6.21%,2.37%,39.20%,54.68%,63.16%,6.15,2.8,268,280.2
hard,45,Terence Atmane,30,33.59%,34.56%,7.70%,2.58%,24.67%,48.68%,39.42%,6.1,2.05,43.5,83.7
hard,50,Thiago Agustin Tirante,16,35.49%,35.49%,6.78%,3.73%,28.61%,46.37%,28.32%,6.91,2.45,68,226.1
hard,323,Thomas Faurel,5,34.77%,35.21%,7.95%,3.64%,24.10%,54.21%,57.89%,5.7,1.98,253,232.4
hard,389,Tiago Pereira,14,36.26%,35.56%,4.15%,3.38%,27.53%,49.88%,39.33%,6.28,2.28,306,346.9
hard,427,Tiago Torres,5,41.16%,40.10%,3.26%,3.95%,33.20%,53.22%,37.93%,7.29,3,292,261.6
hard,496,Tibo Colson,8,40.94%,41.62%,4.42%,2.00%,29.93%,56.55%,25.86%,7.3,2.99,314,313.5
hard,961,Timo Legout,10,44.58%,42.81%,3.31%,5.57%,35.57%,57.25%,46.43%,6.78,3.02,318,319.6
hard,147,Timofey Skatov,20,36.60%,38.34%,9.38%,3.01%,27.74%,51.40%,45.71%,6.47,2.37,296,300.8
hard,111,Titouan Droguet,30,35.47%,35.51%,6.67%,3.61%,28.15%,47.58%,35.20%,6.56,2.33,188.5,222
hard,112,Toby Samuel,33,46.29%,45.02%,1.95%,3.91%,40.87%,54.95%,48.12%,6.59,3.05,303,376
hard,185,Tom Gentzsch,22,36.03%,36.35%,5.27%,2.51%,30.20%,47.74%,43.36%,6.4,2.31,326.5,380.1
hard,372,Tom Paris,14,34.81%,34.55%,6.08%,3.60%,25.72%,48.70%,36.00%,6.22,2.17,240,256.9
hard,145,Tomas Barrios Vera,6,33.33%,34.48%,11.41%,4.25%,24.81%,46.33%,38.46%,6.57,2.19,166,215.7
hard,62,Tomas Machac,20,34.24%,35.15%,8.45%,3.17%,26.93%,46.39%,45.45%,6,2.05,54.5,76.8
hard,31,Tomas Martin Etcheverry,25,34.52%,35.63%,10.11%,3.86%,27.24%,47.30%,37.93%,6.28,2.17,45,57.6
hard,558,Tomasz Berkieta,6,36.45%,35.49%,7.14%,5.42%,24.43%,50.81%,33.33%,6.77,2.47,237.5,253.3
hard,24,Tommy Paul,28,35.72%,36.48%,8.94%,3.95%,28.18%,49.16%,38.17%,6.52,2.33,44,51.8
hard,436,Trevor Svajda,13,38.72%,37.95%,6.96%,5.50%,29.84%,49.87%,41.11%,6.27,2.43,232,266.5
hard,168,Tristan Boyer,10,37.17%,37.25%,8.56%,4.95%,28.57%,50.51%,40.68%,6.45,2.4,145.5,161.4
hard,604,Tristan McCormick,5,34.60%,34.82%,10.10%,5.05%,28.80%,44.52%,32.14%,6.71,2.32,314,337.2
hard,187,Tristan Schoolkate,27,34.57%,35.66%,9.55%,3.60%,26.83%,47.61%,31.90%,6.45,2.23,213,228
hard,612,Tsung-Hao Huang,8,37.30%,37.71%,5.43%,2.63%,30.92%,48.11%,40.74%,6.56,2.45,262.5,369.9
hard,626,Tuncay Duran,5,39.74%,38.20%,4.19%,5.08%,33.71%,48.15%,36.11%,7.08,2.81,441,464.8
hard,329,Tung-Lin Wu,35,36.75%,38.23%,9.68%,3.60%,29.54%,48.70%,34.94%,6.65,2.45,259,346.2
hard,320,Tyler Zink,38,34.32%,33.39%,7.32%,5.07%,25.19%,48.00%,33.01%,6.29,2.16,338,410.6
hard,190,Ugo Blanchet,25,34.13%,34.79%,9.81%,4.21%,27.65%,44.52%,35.04%,6.51,2.22,128,138.7
hard,30,Ugo Humbert,35,33.31%,33.41%,8.08%,3.90%,24.86%,48.14%,37.04%,6.19,2.06,47,66.3
hard,401,Vadym Ursu,14,40.34%,40.02%,4.88%,3.78%,31.79%,52.13%,46.15%,6.52,2.63,371,410.2
hard,78,Valentin Royer,32,35.75%,37.07%,10.60%,4.15%,26.86%,51.32%,40.44%,6.48,2.32,55.5,95.6
hard,19,Valentin Vacherot,34,34.23%,34.64%,8.24%,3.74%,26.45%,49.11%,38.42%,6.27,2.15,43.5,93.6
hard,475,Viktor Durasovic,25,36.61%,36.68%,6.92%,3.90%,26.95%,50.31%,37.36%,6.65,2.44,204,250.3
hard,120,Vilius Gaubas,8,41.21%,40.50%,4.24%,4.09%,30.60%,57.75%,51.52%,6.47,2.67,263.5,444.8
hard,71,Vit Kopriva,16,37.84%,39.33%,10.11%,4.10%,31.24%,48.84%,33.96%,6.67,2.52,129,119.9
hard,189,Vitaliy Sachko,8,28.72%,29.94%,12.48%,3.59%,18.25%,49.49%,27.59%,5.91,1.7,137.5,191
hard,280,Yanki Erel,15,36.91%,36.95%,7.53%,4.34%,28.01%,51.40%,31.03%,6.94,2.56,439,456.4
hard,55,Yannick Hanfmann,22,37.41%,38.38%,8.35%,3.62%,29.99%,49.44%,41.01%,6.49,2.43,71,163.6
hard,312,Yasutaka Uchiyama,32,36.22%,36.09%,5.98%,3.59%,28.59%,47.68%,39.90%,6.4,2.32,331.5,364.4
hard,662,Ye Cong Mo,5,40.07%,39.29%,7.53%,6.16%,27.67%,54.89%,53.85%,5.84,2.34,342,387.4
hard,239,Yi Zhou,35,37.01%,37.76%,7.37%,3.25%,30.34%,47.66%,38.21%,6.47,2.4,278,331.3
hard,106,Yibing Wu,14,33.51%,35.53%,13.47%,4.28%,24.92%,47.78%,32.00%,6.3,2.11,49,82.1
hard,131,Yoshihito Nishioka,21,40.21%,42.24%,9.60%,3.51%,30.02%,55.89%,43.53%,6.43,2.58,195,302.8
hard,316,Yosuke Watanuki,18,39.01%,38.49%,5.74%,4.44%,30.39%,53.21%,52.00%,6.38,2.49,216.5,262.3
hard,241,Yu Hsiou Hsu,34,40.28%,40.49%,7.11%,4.48%,30.88%,54.95%,42.61%,6.59,2.66,258.5,317.7
hard,571,Yuki Mochizuki,5,31.92%,33.90%,8.08%,1.15%,25.88%,43.33%,37.50%,6.05,1.93,179,224.8
hard,118,Yunchaokete Bu,30,35.31%,36.63%,10.68%,4.10%,25.50%,50.12%,38.82%,6.5,2.3,183,264.1
hard,670,Yusuke Takahashi,12,35.73%,35.13%,4.60%,3.42%,27.88%,47.76%,38.46%,6.33,2.26,312,338.2
hard,385,Yuta Shimizu,38,38.67%,38.96%,6.62%,3.75%,30.66%,50.49%,36.30%,6.66,2.57,278,320
hard,84,Zachary Svajda,17,35.02%,36.43%,10.18%,3.61%,26.89%,48.61%,38.53%,6.18,2.16,75,147.9
hard,154,Zdenek Kolar,10,43.53%,46.02%,9.02%,3.08%,31.24%,58.38%,45.00%,7.03,3.06,414.5,362.9
hard,156,Zhizhen Zhang,21,33.89%,34.82%,10.01%,3.91%,24.86%,48.20%,33.33%,6.31,2.14,126,187.3
hard,34,Zizou Bergs,35,35.52%,35.28%,6.82%,4.08%,26.94%,49.95%,36.76%,6.49,2.31,35,61
hard,123,Zsombor Piros,12,38.57%,40.20%,7.58%,2.38%,30.23%,52.92%,33.64%,6.55,2.53,245.5,258.6
