surface,ranking,player_name,matches_played,dominance_ratio,points,total_points_won_pct,tiebreaks_played,tiebreak_record,tiebreak_win_pct,tiebreaks_per_set,sets_played,set_record,set_win_pct,games_played,game_record,game_win_pct,time_per_match,minutes_per_set,seconds_per_point
hard,481,Federico Arnaboldi,5,0.904,873,48.57%,1,1-0,100.00%,0.077,13,5-8,38.46%,141,67-74,47.52%,,,
hard,184,Federico Cina,17,0.936,2274,50.70%,7,3-4,42.86%,0.189,37,20-17,54.05%,352,180-172,51.14%,,,
hard,607,Federico Iannaccone,5,0.916,638,50.47%,2,1-1,50.00%,0.167,12,7-5,58.33%,105,53-52,50.48%,,,
hard,29,Felix Auger-Aliassime,46,1.296,6962,52.24%,30,23-7,76.67%,0.278,108,76-32,70.37%,1120,608-512,54.29%,,,
hard,220,Felix Gill,10,1.021,1698,49.76%,7,5-2,71.43%,0.259,27,16-11,59.26%,266,131-135,49.25%,,,
hard,81,Filip Misolic,9,0.835,1288,47.36%,5,1-4,20.00%,0.263,19,4-15,21.05%,192,80-112,41.67%,,,
hard,488,Filip Peliwo,7,0.676,888,44.93%,1,0-1,0.00%,0.067,15,3-12,20.00%,135,55-80,40.74%,,,
hard,487,Filippo Moroni,5,0.850,733,49.93%,1,1-0,100.00%,0.083,12,6-6,50.00%,116,57-59,49.14%,,,
hard,300,Filippo Romano,9,1.053,1439,50.66%,5,4-1,80.00%,0.227,22,14-8,63.64%,227,118-109,51.98%,,,
hard,9,Flavio Cobolli,33,0.891,5225,49.00%,21,12-9,57.14%,0.259,81,40-41,49.38%,823,399-424,48.48%,,,
hard,247,Florent Bax,18,0.889,2753,49.65%,8,7-1,87.50%,0.186,43,22-21,51.16%,419,208-211,49.64%,,,
hard,20,Frances Tiafoe,29,0.957,4366,49.84%,11,7-4,63.64%,0.151,73,38-35,52.05%,707,351-356,49.65%,,,
hard,149,Francesco Maestrelli,18,1.031,2417,50.81%,6,3-3,50.00%,0.146,41,24-17,58.54%,386,203-183,52.59%,,,
hard,220,Francesco Passaro,19,0.919,3001,49.68%,10,8-2,80.00%,0.213,47,23-24,48.94%,479,237-242,49.48%,,,
hard,23,Francisco Cerundolo,24,0.936,3781,49.30%,10,7-3,70.00%,0.167,60,29-31,48.33%,588,283-305,48.13%,,,
hard,91,Francisco Comesana,14,0.839,2078,47.83%,6,3-3,50.00%,0.176,34,12-22,35.29%,342,154-188,45.03%,,,
hard,235,Frederico Ferreira Silva,31,1.155,4433,51.82%,10,4-6,40.00%,0.141,71,43-28,60.56%,691,370-321,53.55%,,,
hard,,Gabriel Debru,5,1.269,846,53.19%,1,1-0,100.00%,0.071,14,10-4,71.43%,134,76-58,56.72%,,,
hard,87,Gabriel Diallo,28,0.969,4261,49.96%,18,8-10,44.44%,0.265,68,32-36,47.06%,699,350-349,50.07%,,,
hard,373,Gabriele Piraino,6,0.811,916,46.72%,3,1-2,33.33%,0.200,15,4-11,26.67%,147,64-83,43.54%,,,
hard,52,Gael Monfils,9,1.059,1467,49.76%,3,3-0,100.00%,0.120,25,12-13,48.00%,234,114-120,48.72%,,,
hard,375,Garrett Johns,18,0.885,2633,47.59%,9,2-7,22.22%,0.225,40,12-28,30.00%,399,181-218,45.36%,,,
hard,178,Gauthier Onclin,21,1.161,2873,51.69%,9,5-4,55.56%,0.196,46,29-17,63.04%,434,233-201,53.69%,,,
hard,390,Geoffrey Blancaneaux,13,0.803,1715,47.35%,2,2-0,100.00%,0.067,30,11-19,36.67%,268,120-148,44.78%,,,
hard,247,George Loffhagen,13,1.116,1859,51.43%,1,0-1,0.00%,0.031,32,16-16,50.00%,292,152-140,52.05%,,,
hard,258,Giles Hussey,27,0.915,3593,48.96%,3,2-1,66.67%,0.048,62,30-32,48.39%,569,269-300,47.28%,,,
hard,230,Gilles Arnaud Bailly,12,0.924,1707,49.68%,2,1-1,50.00%,0.065,31,16-15,51.61%,273,137-136,50.18%,,,
hard,91,Giovanni Mpetshi Perricard,32,0.885,4935,48.83%,29,18-11,62.07%,0.367,79,36-43,45.57%,846,411-435,48.58%,,,
hard,153,Giulio Zeppieri,16,0.970,2162,50.51%,6,4-2,66.67%,0.158,38,18-20,47.37%,353,178-175,50.42%,,,
hard,146,Grigor Dimitrov,8,0.938,1203,49.29%,4,1-3,25.00%,0.211,19,8-11,42.11%,194,95-99,48.97%,,,
hard,568,Guillaume Dalmasso,6,0.653,675,46.67%,2,1-1,50.00%,0.167,12,4-8,33.33%,110,47-63,42.73%,,,
hard,195,Guy Den Ouden,11,1.074,1624,51.85%,2,1-1,50.00%,0.077,26,15-11,57.69%,248,134-114,54.03%,,,
hard,73,Hamad Medjedovic,16,0.865,2498,48.72%,15,9-6,60.00%,0.395,38,16-22,42.11%,393,184-209,46.82%,,,
hard,332,Hamish Stewart,24,1.176,3488,51.55%,13,6-7,46.15%,0.232,56,32-24,57.14%,545,290-255,53.21%,,,
hard,255,Harold Mayot,28,1.228,4142,51.79%,13,7-6,53.85%,0.200,65,42-23,64.62%,628,343-285,54.62%,,,
hard,205,Harry Wendelken,40,1.181,5829,51.96%,8,5-3,62.50%,0.082,97,61-36,62.89%,900,486-414,54.00%,,,
hard,309,Hayato Matsuoka,37,1.064,5390,49.93%,11,5-6,45.45%,0.129,85,44-41,51.76%,843,416-427,49.35%,,,
hard,214,Henri Squire,9,1.054,1368,49.49%,6,2-4,33.33%,0.273,22,9-13,40.91%,221,106-115,47.96%,,,
hard,123,Henrique Rocha,14,0.970,1963,50.28%,3,1-2,33.33%,0.091,33,16-17,48.48%,324,162-162,50.00%,,,
hard,408,Henry Bernet,6,0.758,940,46.70%,2,1-1,50.00%,0.125,16,5-11,31.25%,149,63-86,42.28%,,,
hard,273,Henry Searle,9,0.981,1123,49.15%,2,0-2,0.00%,0.105,19,7-12,36.84%,179,84-95,46.93%,,,
hard,442,Hikaru Shiraishi,7,0.803,1214,47.61%,3,0-3,0.00%,0.167,18,6-12,33.33%,183,85-98,46.45%,,,
hard,507,Hiroki Moriya,18,0.972,2753,48.93%,6,2-4,33.33%,0.140,43,18-25,41.86%,418,199-219,47.61%,,,
hard,11,Holger Rune,13,1.237,2139,52.22%,8,3-5,37.50%,0.250,32,21-11,65.62%,336,183-153,54.46%,,,
hard,18,Hubert Hurkacz,14,0.988,2121,50.45%,11,5-6,45.45%,0.333,33,15-18,45.45%,357,177-180,49.58%,,,
hard,109,Hugo Gaston,32,1.134,4372,51.51%,4,4-0,100.00%,0.053,76,45-31,59.21%,702,368-334,52.42%,,,
hard,221,Hugo Grenier,27,1.081,3850,51.32%,11,5-6,45.45%,0.172,64,36-28,56.25%,621,327-294,52.66%,,,
hard,644,Hyeon Chung,17,0.992,2394,48.37%,6,2-4,33.33%,0.158,38,16-22,42.11%,362,169-193,46.69%,,,
hard,268,Hynek Barton,16,1.091,2543,50.88%,10,5-5,50.00%,0.256,39,20-19,51.28%,385,197-188,51.17%,,,
hard,33,Ignacio Buse,7,0.795,1065,47.98%,4,3-1,75.00%,0.235,17,7-10,41.18%,163,72-91,44.17%,,,
hard,318,Igor Marcondes,5,1.122,593,51.43%,2,1-1,50.00%,0.200,10,6-4,60.00%,96,51-45,53.12%,,,
hard,304,Ilia Simakin,30,1.064,4517,51.23%,14,8-6,57.14%,0.192,73,41-32,56.16%,719,372-347,51.74%,,,
hard,406,Ilya Ivashka,24,1.327,3238,53.03%,9,5-4,55.56%,0.161,56,33-23,58.93%,498,273-225,54.82%,,,
hard,272,Inaki Montes-De La Torre,15,0.959,2230,51.08%,7,6-1,85.71%,0.206,34,20-14,58.82%,334,176-158,52.69%,,,
hard,351,Ioannis Xilas,20,1.065,2561,49.79%,0,0-0,,0.000,44,22-22,50.00%,397,197-200,49.62%,,,
hard,263,Ivan Gakhov,9,1.008,1410,50.21%,7,5-2,71.43%,0.333,21,12-9,57.14%,231,116-115,50.22%,,,
hard,369,Ivan Marrero Curbelo,6,1.302,862,51.39%,3,1-2,33.33%,0.214,14,7-7,50.00%,132,69-63,52.27%,,,
hard,585,Izan Almazan Valiente,5,0.942,786,49.49%,3,1-2,33.33%,0.250,12,6-6,50.00%,120,61-59,50.83%,,,
hard,563,J.J. Wolf,11,1.261,1662,52.35%,5,2-3,40.00%,0.192,26,17-9,65.38%,264,143-121,54.17%,,,
hard,143,Jack Draper,10,1.241,1570,51.91%,6,3-3,50.00%,0.231,26,15-11,57.69%,264,140-124,53.03%,,,
hard,389,Jack Kennedy,7,0.863,977,47.59%,1,1-0,100.00%,0.062,16,7-9,43.75%,148,65-83,43.92%,,,
hard,172,Jack Pinnington Jones,22,0.964,2629,51.69%,7,5-2,71.43%,0.152,46,29-17,63.04%,421,229-192,54.39%,,,
hard,86,Jacob Fearnley,28,0.953,4153,49.19%,10,5-5,50.00%,0.147,68,30-38,44.12%,653,313-340,47.93%,,,
hard,307,Jacopo Berrettini,7,0.969,907,47.74%,0,0-0,,0.000,16,4-12,25.00%,139,58-81,41.73%,,,
hard,79,Jaime Faria,8,1.004,1267,48.78%,2,0-2,0.00%,0.100,20,8-12,40.00%,191,89-102,46.60%,,,
hard,503,Jake Delaney,10,0.781,1387,47.08%,5,2-3,40.00%,0.217,23,6-17,26.09%,227,99-128,43.61%,,,
hard,17,Jakub Mensik,35,1.135,5546,51.71%,21,9-12,42.86%,0.239,88,54-34,61.36%,899,479-420,53.28%,,,
hard,522,Jakub Paul,7,0.907,1124,50.44%,3,2-1,66.67%,0.167,18,9-9,50.00%,172,89-83,51.74%,,,
hard,94,James Duckworth,38,1.020,5412,50.81%,17,6-11,35.29%,0.193,88,47-41,53.41%,863,452-411,52.38%,,,
hard,240,James McCabe,38,1.020,5466,50.18%,19,11-8,57.89%,0.221,86,47-39,54.65%,870,437-433,50.23%,,,
hard,442,James Trotter,22,0.938,3319,49.26%,12,4-8,33.33%,0.222,54,22-32,40.74%,531,254-277,47.83%,,,
hard,717,James Watt,5,0.905,751,49.93%,2,2-0,100.00%,0.167,12,6-6,50.00%,112,56-56,50.00%,,,
hard,88,Jan Choinski,7,0.767,1150,48.52%,5,2-3,40.00%,0.294,17,6-11,35.29%,182,86-96,47.25%,,,
hard,42,Jan-Lennard Struff,28,1.136,4611,50.38%,15,7-8,46.67%,0.197,76,37-39,48.68%,749,372-377,49.67%,,,
hard,1,Jannik Sinner,46,1.629,6328,56.13%,12,11-1,91.67%,0.107,112,96-16,85.71%,1045,653-392,62.49%,,,
hard,1107,Jason Jung,9,0.864,1317,47.76%,4,3-1,75.00%,0.182,22,7-15,31.82%,211,94-117,44.55%,,,
hard,179,Jason Kubler,9,1.073,1046,50.10%,0,0-0,,0.000,20,9-11,45.00%,174,83-91,47.70%,,,
hard,43,Jaume Munar,30,1.093,4327,51.70%,10,3-7,30.00%,0.141,71,40-31,56.34%,695,372-323,53.53%,,,
hard,373,Javier Barranco Cosano,7,0.836,832,46.51%,1,1-0,100.00%,0.071,14,4-10,28.57%,130,54-76,41.54%,,,
hard,239,Jay Clarke,18,1.058,2544,50.20%,5,2-3,40.00%,0.119,42,23-19,54.76%,399,207-192,51.88%,,,
hard,376,Jay Friend,28,1.154,4413,50.94%,10,4-6,40.00%,0.145,69,37-32,53.62%,680,358-322,52.65%,,,
hard,1091,Jenson Brooksby,25,1.092,3661,50.04%,8,5-3,62.50%,0.136,59,32-27,54.24%,577,289-288,50.09%,,,
hard,198,Jerome Kym,11,1.134,2109,49.50%,9,6-3,66.67%,0.273,33,15-18,45.45%,348,167-181,47.99%,,,
hard,98,Jesper de Jong,16,0.918,2419,48.95%,7,4-3,57.14%,0.175,40,15-25,37.50%,400,190-210,47.50%,,,
hard,470,Jie Cui,20,0.897,3088,48.70%,12,7-5,58.33%,0.245,49,22-27,44.90%,492,235-257,47.76%,,,
hard,12,Jiri Lehecka,37,1.215,5329,51.89%,14,8-6,57.14%,0.157,89,55-34,61.80%,850,454-396,53.41%,,,
hard,27,Joao Fonseca,21,1.085,3208,51.37%,13,8-5,61.54%,0.260,50,32-18,64.00%,521,275-246,52.78%,,,
hard,183,Joel Schwaerzler,15,0.894,2262,49.38%,6,6-0,100.00%,0.162,37,20-17,54.05%,357,175-182,49.02%,,,
hard,315,Johannus Monday,33,1.058,4775,51.16%,17,6-11,35.29%,0.218,78,43-35,55.13%,800,423-377,52.88%,,,
hard,314,Jonas Forejtek,7,0.918,1030,50.10%,4,2-2,50.00%,0.235,17,8-9,47.06%,167,84-83,50.30%,,,
hard,113,Jordan Thompson,15,1.066,2211,50.20%,7,4-3,57.14%,0.200,35,17-18,48.57%,343,171-172,49.85%,,,
hard,157,Juan Carlos Prado Angelo,6,0.844,881,48.58%,1,1-0,100.00%,0.071,14,6-8,42.86%,139,64-75,46.04%,,,
hard,52,Juan Manuel Cerundolo,15,1.082,2033,50.61%,4,3-1,75.00%,0.111,36,21-15,58.33%,321,167-154,52.02%,,,
hard,273,Juan Pablo Ficovich,14,1.049,1993,51.03%,5,0-5,0.00%,0.147,34,17-17,50.00%,328,172-156,52.44%,,,
hard,270,Juncheng Shang,16,0.918,2486,49.32%,7,3-4,42.86%,0.171,41,19-22,46.34%,400,196-204,49.00%,,,
hard,136,Jurij Rodionov,41,1.158,6064,51.83%,13,6-7,46.15%,0.131,99,59-40,59.60%,947,507-440,53.54%,,,
hard,393,Justin Boulais,24,0.913,3287,48.68%,5,4-1,80.00%,0.094,53,23-30,43.40%,509,236-273,46.37%,,,
hard,190,Justin Engel,28,1.033,4081,50.01%,19,12-7,63.16%,0.279,68,29-39,42.65%,661,315-346,47.66%,,,
hard,259,Kaichi Uchida,36,0.951,4967,49.73%,13,8-5,61.54%,0.155,84,42-42,50.00%,809,405-404,50.06%,,,
hard,117,Kamil Majchrzak,27,0.962,4493,50.01%,18,10-8,55.56%,0.261,69,35-34,50.72%,699,352-347,50.36%,,,
hard,554,Karan Singh,17,0.735,2413,45.67%,6,2-4,33.33%,0.154,39,8-31,20.51%,378,155-223,41.01%,,,
hard,39,Karen Khachanov,22,1.088,3777,50.38%,15,2-13,13.33%,0.250,60,25-35,41.67%,611,307-304,50.25%,,,
hard,518,Karim Bennani,5,1.036,643,50.23%,1,0-1,0.00%,0.083,12,6-6,50.00%,107,53-54,49.53%,,,
hard,611,Karl Poling,9,0.940,1472,49.66%,6,1-5,16.67%,0.286,21,9-12,42.86%,222,109-113,49.10%,,,
hard,421,Kasidit Samrej,15,0.921,2216,48.24%,6,0-6,0.00%,0.182,33,9-24,27.27%,340,154-186,45.29%,,,
hard,664,Kaylan Bigun,6,0.797,680,45.59%,0,0-0,,0.000,12,2-10,16.67%,105,41-64,39.05%,,,
hard,831,Keegan Rice,10,0.842,1606,49.19%,6,6-0,100.00%,0.231,26,14-12,53.85%,258,124-134,48.06%,,,
hard,209,Keegan Smith,37,1.052,5678,50.97%,21,9-12,42.86%,0.236,89,46-43,51.69%,901,460-441,51.05%,,,
hard,721,Kei Nishikori,9,1.023,1206,49.34%,2,0-2,0.00%,0.095,21,9-12,42.86%,197,97-100,49.24%,,,
hard,602,Kenta Miyoshi,12,1.281,1665,53.09%,1,0-1,0.00%,0.033,30,19-11,63.33%,271,151-120,55.72%,,,
hard,1340,Khololwam Montsi,5,1.209,763,51.25%,1,0-1,0.00%,0.083,12,7-5,58.33%,115,63-52,54.78%,,,
hard,199,Kimmer Coppejans,18,1.050,2919,49.85%,8,3-5,37.50%,0.174,46,20-26,43.48%,447,222-225,49.66%,,,
hard,478,Koki Matsuda,8,0.949,1201,48.38%,3,1-2,33.33%,0.158,19,9-10,47.37%,186,91-95,48.92%,,,
hard,534,Kokoro Isomura,16,0.779,2195,47.11%,4,2-2,50.00%,0.111,36,12-24,33.33%,341,150-191,43.99%,,,
hard,962,Kriish Tyagi,6,0.970,899,50.17%,3,3-0,100.00%,0.214,14,9-5,64.29%,144,72-72,50.00%,,,
hard,270,Kyrian Jacquet,24,1.127,3671,52.47%,9,5-4,55.56%,0.153,59,39-20,66.10%,576,317-259,55.03%,,,
hard,221,Laslo Djere,8,0.969,1277,48.24%,7,0-7,0.00%,0.368,19,4-15,21.05%,197,87-110,44.16%,,,
hard,473,Laurent Lokoli,12,0.957,1811,48.65%,4,2-2,50.00%,0.138,29,13-16,44.83%,276,129-147,46.74%,,,
hard,213,Lautaro Midon,5,1.070,753,51.39%,1,1-0,100.00%,0.083,12,8-4,66.67%,114,63-51,55.26%,,,
hard,117,Leandro Riedi,21,1.217,2957,51.81%,7,4-3,57.14%,0.143,49,31-18,63.27%,453,249-204,54.97%,,,
hard,19,Learner Tien,40,1.022,6130,50.60%,17,12-5,70.59%,0.159,107,66-41,61.68%,986,519-467,52.64%,,,
hard,549,Leo Borg,8,0.832,1069,46.30%,0,0-0,,0.000,19,9-10,47.37%,165,73-92,44.24%,,,
hard,651,Leo Vithoontien,7,0.795,995,48.64%,4,0-4,0.00%,0.250,16,6-10,37.50%,158,76-82,48.10%,,,
hard,350,Li Tu,19,1.038,2908,50.07%,9,6-3,66.67%,0.205,44,24-20,54.55%,457,227-230,49.67%,,,
hard,202,Liam Broady,31,1.274,4307,53.15%,11,6-5,54.55%,0.151,73,46-27,63.01%,678,383-295,56.49%,,,
hard,246,Liam Draxl,32,1.181,4393,51.24%,10,5-5,50.00%,0.139,72,41-31,56.94%,680,356-324,52.35%,,,
hard,186,Lloyd Harris,19,1.162,3001,51.75%,9,1-8,11.11%,0.188,48,29-19,60.42%,475,263-212,55.37%,,,
hard,477,Lorenzo Carboni,6,0.979,663,44.95%,0,0-0,,0.000,12,2-10,16.67%,105,41-64,39.05%,,,
hard,201,Lorenzo Giustino,18,0.971,2608,50.23%,10,6-4,60.00%,0.250,40,23-17,57.50%,402,205-197,51.00%,,,
hard,13,Lorenzo Musetti,40,1.154,5770,51.92%,12,5-7,41.67%,0.120,100,61-39,61.00%,947,511-436,53.96%,,,
hard,88,Lorenzo Sonego,21,1.042,3381,50.37%,11,5-6,45.45%,0.200,55,27-28,49.09%,538,273-265,50.74%,,,
hard,435,Luca Castelnuovo,12,0.942,1886,47.88%,6,3-3,50.00%,0.214,28,9-19,32.14%,283,128-155,45.23%,,,
hard,173,Luca Nardi,20,1.008,2750,49.89%,9,4-5,44.44%,0.196,46,24-22,52.17%,441,224-217,50.79%,,,
hard,425,Luca Potenza,11,0.951,1498,49.20%,4,1-3,25.00%,0.182,22,10-12,45.45%,228,110-118,48.25%,,,
hard,129,Luca Van Assche,21,1.128,2940,52.35%,5,2-3,40.00%,0.102,49,31-18,63.27%,459,250-209,54.47%,,,
hard,439,Lucas Poullain,13,0.853,1739,47.67%,1,1-0,100.00%,0.036,28,8-20,28.57%,268,117-151,43.66%,,,
hard,22,Luciano Darderi,22,0.871,3249,48.91%,9,4-5,44.44%,0.164,55,23-32,41.82%,526,250-276,47.53%,,,
hard,195,Luka Mikrut,5,0.970,842,49.76%,1,0-1,0.00%,0.071,14,6-8,42.86%,129,63-66,48.84%,,,
hard,208,Luka Pavlovic,13,0.984,1761,50.65%,6,4-2,66.67%,0.200,30,17-13,56.67%,288,148-140,51.39%,,,
hard,150,Lukas Klein,10,0.880,1533,48.73%,7,2-5,28.57%,0.292,24,10-14,41.67%,247,118-129,47.77%,,,
hard,173,Lukas Neumayer,12,0.942,1740,50.11%,6,3-3,50.00%,0.222,27,14-13,51.85%,273,142-131,52.01%,,,
hard,145,Mackenzie McDonald,22,0.953,3224,49.47%,11,5-6,45.45%,0.212,52,24-28,46.15%,519,258-261,49.71%,,,
hard,518,Mae Malige,13,0.866,1706,48.77%,3,0-3,0.00%,0.107,28,12-16,42.86%,259,123-136,47.49%,,,
hard,233,Maks Kasnikowski,21,1.018,2931,50.02%,8,2-6,25.00%,0.163,49,25-24,51.02%,461,237-224,51.41%,,,
hard,372,Manas Dhamne,12,1.080,1579,50.28%,3,1-2,33.33%,0.111,27,12-15,44.44%,262,131-131,50.00%,,,
hard,737,Manish Sureshkumar,7,0.875,837,47.07%,1,1-0,100.00%,0.067,15,6-9,40.00%,133,56-77,42.11%,,,
hard,381,Marat Sharipov,19,1.137,2858,51.19%,10,8-2,80.00%,0.227,44,25-19,56.82%,450,231-219,51.33%,,,
hard,366,Marc Polmans,10,0.764,1570,47.64%,4,2-2,50.00%,0.154,26,10-16,38.46%,253,119-134,47.04%,,,
hard,297,Marc-Andrea Huesler,24,1.020,3558,50.14%,10,5-5,50.00%,0.175,57,27-30,47.37%,572,282-290,49.30%,,,
hard,45,Marcos Giron,36,1.046,5632,50.67%,16,6-10,37.50%,0.176,91,48-43,52.75%,905,464-441,51.27%,,,
hard,336,Marek Gengel,27,0.975,3839,49.73%,8,0-8,0.00%,0.123,65,30-35,46.15%,610,303-307,49.67%,,,
hard,46,Mariano Navone,19,0.997,3085,50.15%,5,3-2,60.00%,0.102,49,26-23,53.06%,483,246-237,50.93%,,,
hard,182,Marin Cilic,25,0.897,3618,49.53%,15,6-9,40.00%,0.268,56,27-29,48.21%,592,294-298,49.66%,,,
hard,189,Mark Lajal,46,1.025,7427,51.07%,26,15-11,57.69%,0.226,115,68-47,59.13%,1156,608-548,52.60%,,,
hard,348,Marko Topo,7,1.000,948,51.37%,2,2-0,100.00%,0.125,16,11-5,68.75%,155,82-73,52.90%,,,
hard,326,Martin Damm,35,1.159,5153,51.33%,19,9-10,47.37%,0.229,83,49-34,59.04%,864,458-406,53.01%,,,
hard,261,Martin Krumich,8,1.032,1065,49.77%,2,1-1,50.00%,0.111,18,8-10,44.44%,174,84-90,48.28%,,,
hard,143,Martin Landaluce,30,1.059,4095,50.40%,9,4-5,44.44%,0.125,72,35-37,48.61%,650,326-324,50.15%,,,
hard,100,Marton Fucsovics,30,1.136,4068,51.01%,7,2-5,28.57%,0.104,67,37-30,55.22%,641,333-308,51.95%,,,
hard,418,Masamichi Imamura,19,0.974,2427,48.91%,3,1-2,33.33%,0.073,41,16-25,39.02%,382,179-203,46.86%,,,
hard,425,Massimo Giunta,7,0.900,1180,49.58%,6,2-4,33.33%,0.333,18,8-10,44.44%,189,92-97,48.68%,,,
hard,254,Matej Dodig,21,0.855,2920,49.18%,5,2-3,40.00%,0.104,48,23-25,47.92%,466,225-241,48.28%,,,
hard,377,Mathys Erhard,7,0.827,982,47.35%,4,2-2,50.00%,0.267,15,4-11,26.67%,153,65-88,42.48%,,,
hard,298,Mats Rosenkranz,33,1.047,4231,51.83%,14,4-10,28.57%,0.197,71,40-31,56.34%,679,367-312,54.05%,,,
hard,748,Matt Kuhar,5,0.872,617,48.14%,1,1-0,100.00%,0.091,11,5-6,45.45%,96,42-54,43.75%,,,
hard,35,Matteo Arnaldi,12,0.964,1843,48.35%,4,3-1,75.00%,0.129,31,11-20,35.48%,302,134-168,44.37%,,,
hard,35,Matteo Berrettini,21,1.054,2849,51.00%,11,5-6,45.45%,0.239,46,26-20,56.52%,474,243-231,51.27%,,,
hard,280,Matteo Martineau,28,0.935,4270,49.60%,18,10-8,55.56%,0.269,67,33-34,49.25%,679,335-344,49.34%,,,
hard,448,Matthew Dellavedova,8,0.783,979,45.15%,0,0-0,,0.000,19,5-14,26.32%,161,64-97,39.75%,,,
hard,101,Mattia Bellucci,24,0.997,3089,49.76%,6,4-2,66.67%,0.115,52,26-26,50.00%,492,241-251,48.98%,,,
hard,257,Max Basing,11,0.967,1708,49.41%,5,2-3,40.00%,0.185,27,12-15,44.44%,250,123-127,49.20%,,,
hard,339,Max Hans Rehberg,6,1.013,820,52.20%,2,1-1,50.00%,0.143,14,8-6,57.14%,129,71-58,55.04%,,,
hard,554,Max Wiskandt,14,0.977,1971,48.86%,4,1-3,25.00%,0.118,34,11-23,32.35%,325,148-177,45.54%,,,
hard,304,Maxim Mrva,22,1.003,3065,50.18%,5,2-3,40.00%,0.098,51,27-24,52.94%,474,242-232,51.05%,,,
hard,211,Maxim Zhukov,5,0.777,806,46.53%,2,1-1,50.00%,0.167,12,4-8,33.33%,115,49-66,42.61%,,,
hard,488,Maxime Chazal,6,0.972,806,49.75%,2,1-1,50.00%,0.154,13,6-7,46.15%,127,61-66,48.03%,,,
hard,572,Maxime Janvier,8,0.841,1357,48.71%,5,3-2,60.00%,0.250,20,8-12,40.00%,208,97-111,46.63%,,,
hard,419,Maximus Jones,31,0.908,4892,49.49%,13,5-8,38.46%,0.165,79,36-43,45.57%,760,376-384,49.47%,,,
hard,471,Mees Rottgering,8,0.721,1165,47.81%,2,2-0,100.00%,0.100,20,9-11,45.00%,177,81-96,45.76%,,,
hard,298,Mert Alkaya,18,1.025,2624,51.11%,7,2-5,28.57%,0.159,44,24-20,54.55%,417,223-194,53.48%,,,
hard,794,Micah Braswell,7,0.916,929,46.72%,2,2-0,100.00%,0.118,17,8-9,47.06%,150,69-81,46.00%,,,
hard,342,Michael Geerts,33,1.052,4638,50.15%,17,7-10,41.18%,0.227,75,39-36,52.00%,736,371-365,50.41%,,,
hard,187,Michael Mmoh,39,1.083,5523,51.35%,17,10-7,58.82%,0.195,87,52-35,59.77%,862,461-401,53.48%,,,
hard,754,Michael Zheng,24,1.177,3424,52.69%,4,2-2,50.00%,0.071,56,38-18,67.86%,532,299-233,56.20%,,,
hard,267,Michele Ribecai,5,0.654,825,47.39%,3,2-1,66.67%,0.231,13,6-7,46.15%,124,57-67,45.97%,,,
hard,286,Miguel Damas,5,0.870,590,46.95%,1,1-0,100.00%,0.091,11,5-6,45.45%,99,42-57,42.42%,,,
hard,473,Miguel Tobon,9,0.901,1458,48.22%,8,5-3,62.50%,0.333,24,11-13,45.83%,235,111-124,47.23%,,,
hard,415,Mika Brunold,12,1.153,1864,51.66%,6,4-2,66.67%,0.207,29,18-11,62.07%,291,156-135,53.61%,,,
hard,281,Mikhail Kukushkin,36,1.153,5081,51.39%,17,8-9,47.06%,0.207,82,45-37,54.88%,799,421-378,52.69%,,,
hard,714,Millen Hurrion,5,0.761,676,44.38%,3,1-2,33.33%,0.273,11,1-10,9.09%,109,41-68,37.61%,,,
hard,461,Milos Karol,8,1.038,1340,50.90%,8,1-7,12.50%,0.421,19,9-10,47.37%,210,110-100,52.38%,,,
hard,55,Miomir Kecmanovic,34,1.080,5460,50.48%,20,10-10,50.00%,0.233,86,43-43,50.00%,866,437-429,50.46%,,,
hard,364,Mitchell Krueger,24,1.177,3459,51.58%,10,2-8,20.00%,0.179,56,30-26,53.57%,534,282-252,52.81%,,,
hard,545,Mitsuki Wei Kang Leong,11,0.892,1589,48.33%,4,0-4,0.00%,0.154,26,9-17,34.62%,249,115-134,46.18%,,,
hard,425,Moerani Bouzige,18,0.775,2331,46.07%,6,2-4,33.33%,0.150,40,10-30,25.00%,374,157-217,41.98%,,,
hard,151,Moez Echargui,26,1.082,3656,51.53%,11,5-6,45.45%,0.183,60,34-26,56.67%,591,315-276,53.30%,,,
hard,213,Moise Kouame,13,0.920,1706,49.24%,2,1-1,50.00%,0.069,29,14-15,48.28%,262,128-134,48.85%,,,
hard,517,Mukund Sasikumar,12,0.964,1833,48.94%,8,5-3,62.50%,0.286,28,12-16,42.86%,291,135-156,46.39%,,,
hard,285,Murphy Cassone,40,0.897,5611,50.01%,16,8-8,50.00%,0.172,93,46-47,49.46%,891,448-443,50.28%,,,
hard,961,Naoya Honda,8,1.216,1063,50.33%,2,0-2,0.00%,0.105,19,9-10,47.37%,168,84-84,50.00%,,,
hard,425,Neil Oberleitner,9,0.890,1096,47.90%,1,1-0,100.00%,0.053,19,8-11,42.11%,179,81-98,45.25%,,,
hard,131,Nicolai Budkov Kjaer,36,1.036,4905,50.74%,8,4-4,50.00%,0.090,89,48-41,53.93%,787,410-377,52.10%,,,
hard,718,Nicolas Arseneault,5,0.890,757,47.95%,3,0-3,0.00%,0.231,13,4-9,30.77%,127,58-69,45.67%,,,
