surface,ranking,player_name,matches_played,break_point_conversion_pct,break_points_converted,break_point_chances,break_points_per_game,break_points_per_set,break_points_per_match,breaks_per_set,breaks_per_match,break_point_save_pct,break_points_saved,break_points_faced,break_points_faced_per_game,break_points_faced_per_set,break_points_faced_per_match,times_broken_per_set,times_broken_per_match
all,836,Rigele Te,6,36.00%,9,25,0.38,1.79,4.17,0.64,1.5,63.49%,40,63,0.94,4.5,10.5,1.64,3.83
all,93,Rinky Hijikata,54,42.99%,144,335,0.53,2.54,6.2,1.09,2.67,61.21%,232,379,0.59,2.87,7.02,1.11,2.72
all,216,Rio Noguchi,53,46.11%,172,373,0.65,3.11,7.04,1.43,3.25,56.36%,195,346,0.61,2.88,6.53,1.26,2.85
all,476,Robert Strombachs,18,37.19%,45,121,0.57,2.81,6.72,1.05,2.5,57.63%,68,118,0.55,2.74,6.56,1.16,2.78
all,183,Roberto Bautista Agut,26,35.00%,49,140,0.47,2.3,5.38,0.8,1.88,54.75%,98,179,0.61,2.93,6.88,1.33,3.12
all,176,Roberto Carballes Baena,40,40.34%,119,295,0.66,3.01,7.38,1.21,2.98,58.33%,154,264,0.59,2.69,6.6,1.12,2.75
all,284,Robin Bertrand,28,41.23%,94,228,0.73,3.51,8.14,1.45,3.36,54.55%,126,231,0.76,3.55,8.25,1.62,3.75
all,579,Robin Catry,5,37.93%,11,29,0.48,2.42,5.8,0.92,2.2,66.67%,28,42,0.71,3.5,8.4,1.17,2.8
all,320,Rodrigo Pacheco Mendez,45,34.86%,114,327,0.65,3.11,7.27,1.09,2.53,63.77%,176,276,0.56,2.63,6.13,0.95,2.22
all,152,Roman Andres Burruchaga,65,43.39%,256,590,0.8,3.76,9.08,1.63,3.94,59.01%,275,466,0.64,2.97,7.17,1.22,2.94
all,132,Roman Safiullin,38,41.64%,127,305,0.62,2.93,8.03,1.22,3.34,60.47%,156,258,0.52,2.48,6.79,0.98,2.68
all,484,Rudolf Molleker,14,33.66%,34,101,0.6,2.89,7.21,0.97,2.43,58.10%,61,105,0.63,3,7.5,1.26,3.14
all,594,Ryan Dickerson,10,40.38%,21,52,0.53,2.36,5.2,0.95,2.1,58.89%,53,90,0.91,4.09,9,1.68,3.7
all,488,Ryan Nijboer,9,39.13%,18,46,0.51,2.42,5.11,0.95,2,62.30%,38,61,0.69,3.21,6.78,1.21,2.56
all,231,Ryan Peniston,18,46.63%,76,163,0.79,3.88,9.06,1.81,4.22,51.49%,69,134,0.67,3.19,7.44,1.55,3.61
all,750,Ryan Seggerman,7,28.33%,17,60,0.72,3.53,8.57,1,2.43,67.44%,29,43,0.52,2.53,6.14,0.82,2
all,995,Ryotaro Taguchi,5,21.74%,5,23,0.43,2.09,4.6,0.45,1,61.29%,19,31,0.61,2.82,6.2,1.09,2.4
all,565,Ryuki Matsuda,6,43.75%,14,32,0.46,2.13,5.33,0.93,2.33,50.98%,26,51,0.74,3.4,8.5,1.67,4.17
all,653,S D Prajwal Dev,6,23.33%,7,30,0.57,2.5,5,0.58,1.17,60.66%,37,61,1.2,5.08,10.17,2,4
all,665,Saba Purtseladze,15,32.14%,18,56,0.37,1.7,3.73,0.55,1.2,54.03%,67,124,0.81,3.76,8.27,1.73,3.8
all,349,Samir Banerjee,11,42.68%,35,82,0.69,3.28,7.45,1.4,3.18,58.46%,38,65,0.54,2.6,5.91,1.08,2.45
all,656,Samuel Alejandro Linde Palacios,10,40.91%,18,44,0.46,2,4.4,0.82,1.8,54.29%,57,105,1.15,4.77,10.5,2.18,4.8
all,727,Samuel Heredia,11,33.80%,24,71,0.55,2.63,6.45,0.89,2.18,61.29%,57,93,0.73,3.44,8.45,1.33,3.27
all,400,Samuele Pieri,14,42.05%,37,88,0.53,2.59,6.29,1.09,2.64,56.03%,65,116,0.72,3.41,8.29,1.5,3.64
all,293,Sandro Kopp,39,40.77%,117,287,0.64,3.02,7.36,1.23,3,58.85%,153,260,0.59,2.74,6.67,1.13,2.74
all,369,Sanhui Shin,13,46.24%,43,93,0.7,3.21,7.15,1.48,3.31,50.93%,55,108,0.82,3.72,8.31,1.83,4.08
all,625,Santiago De La Fuente,10,54.10%,33,61,0.54,2.65,6.1,1.43,3.3,52.99%,62,117,1.05,5.09,11.7,2.39,5.5
all,384,Santiago Rodriguez Taverna,35,35.83%,86,240,0.57,2.7,6.86,0.97,2.46,58.70%,145,247,0.58,2.78,7.06,1.15,2.91
all,313,Sascha Gueymard Wayenburg,45,40.55%,103,254,0.52,2.49,5.64,1.01,2.29,59.42%,183,308,0.62,3.02,6.84,1.23,2.78
all,341,Sean Cuenin,6,35.48%,11,31,0.54,2.82,5.17,1,1.83,56.76%,21,37,0.65,3.36,6.17,1.45,2.67
all,28,Sebastian Baez,54,44.41%,159,358,0.61,2.89,6.63,1.28,2.94,62.65%,260,415,0.72,3.35,7.69,1.25,2.87
all,516,Sebastian Gima,15,38.27%,31,81,0.54,2.53,5.4,0.97,2.07,52.29%,57,109,0.74,3.41,7.27,1.62,3.47
all,36,Sebastian Korda,41,37.41%,107,286,0.6,2.89,6.98,1.08,2.61,62.63%,119,190,0.39,1.92,4.63,0.72,1.73
all,124,Sebastian Ofner,49,37.54%,122,325,0.55,2.69,6.63,1.01,2.49,63.45%,184,290,0.5,2.4,5.92,0.88,2.16
all,421,Semen Pankin,10,39.19%,29,74,0.64,2.96,7.4,1.16,2.9,61.90%,39,63,0.53,2.52,6.3,0.96,2.4
all,302,Sergey Fomin,29,42.86%,78,182,0.55,2.6,6.28,1.11,2.69,52.40%,109,208,0.62,2.97,7.17,1.41,3.41
all,452,Sergio Callejon Hernando,11,46.67%,42,90,0.75,3.33,8.18,1.56,3.82,52.81%,47,89,0.75,3.3,8.09,1.56,3.82
all,117,Shintaro Mochizuki,44,41.64%,147,353,0.69,3.24,8.02,1.35,3.34,57.52%,218,379,0.76,3.48,8.61,1.48,3.66
all,194,Sho Shimabukuro,60,39.13%,153,391,0.56,2.73,6.52,1.07,2.55,62.64%,223,356,0.52,2.49,5.93,0.93,2.22
all,537,Shunsuke Mitsui,5,44.00%,11,25,0.52,2.5,5,1.1,2.2,61.29%,19,31,0.65,3.1,6.2,1.2,2.4
all,540,Sidharth Rawat,9,40.82%,20,49,0.53,2.45,5.44,1,2.22,55.42%,46,83,0.91,4.15,9.22,1.85,4.11
all,158,Soonwoo Kwon,25,42.62%,78,183,0.72,3.21,7.32,1.37,3.12,68.00%,85,125,0.48,2.19,5,0.7,1.6
all,524,Spencer Johnson,5,45.45%,10,22,0.43,2,4.4,0.91,2,59.09%,13,22,0.42,2,4.4,0.82,1.8
all,118,Stan Wawrinka,40,33.80%,72,213,0.44,2.22,5.33,0.75,1.8,62.91%,134,213,0.43,2.22,5.33,0.82,1.98
all,261,Stefan Dostanic,30,41.30%,95,230,0.69,3.24,7.67,1.34,3.17,58.72%,101,172,0.52,2.42,5.73,1,2.37
all,296,Stefan Kozlov,38,40.24%,132,328,0.77,3.49,8.63,1.4,3.47,54.02%,141,261,0.61,2.78,6.87,1.28,3.16
all,411,Stefan Palosi,19,39.13%,54,138,0.68,3.07,7.26,1.2,2.84,53.85%,84,156,0.77,3.47,8.21,1.6,3.79
all,229,Stefano Napolitano,40,40.45%,108,267,0.61,2.87,6.67,1.16,2.7,57.43%,116,202,0.46,2.17,5.05,0.92,2.15
all,142,Stefano Travaglia,58,43.49%,217,499,0.76,3.64,8.6,1.58,3.74,57.46%,204,355,0.54,2.59,6.12,1.1,2.6
all,153,Stefanos Sakellaridis,47,44.85%,135,301,0.55,2.62,6.4,1.17,2.87,53.96%,150,278,0.5,2.42,5.91,1.11,2.72
all,11,Stefanos Tsitsipas,43,35.45%,95,268,0.51,2.53,6.23,0.9,2.21,64.85%,131,202,0.38,1.91,4.7,0.67,1.65
all,660,Strong Kirchheimer,6,39.47%,15,38,0.52,2.53,6.33,1,2.5,52.27%,23,44,0.6,2.93,7.33,1.4,3.5
all,384,Stuart Parker,9,54.10%,33,61,0.64,2.77,6.78,1.5,3.67,50.00%,28,56,0.6,2.55,6.22,1.27,3.11
all,246,Sumit Nagal,47,42.60%,167,392,0.76,3.56,8.34,1.52,3.55,60.27%,220,365,0.72,3.32,7.77,1.32,3.09
all,584,Svyatoslav Gulin,14,42.31%,44,104,0.65,2.97,7.43,1.26,3.14,46.96%,54,115,0.71,3.29,8.21,1.74,4.36
all,587,Taha Baadi,6,22.22%,4,18,0.34,1.38,3,0.31,0.67,51.22%,21,41,0.8,3.15,6.83,1.54,3.33
all,512,Tai Sach,12,34.52%,29,84,0.64,2.8,7,0.97,2.42,48.39%,45,93,0.7,3.1,7.75,1.6,4
all,523,Takuya Kumasaka,9,40.00%,16,40,0.42,1.9,4.44,0.76,1.78,56.32%,49,87,0.92,4.14,9.67,1.81,4.22
all,69,Tallon Griekspoor,41,31.51%,69,219,0.43,2.13,5.34,0.67,1.68,62.72%,143,228,0.44,2.21,5.56,0.83,2.07
all,194,Taro Daniel,33,45.37%,103,227,0.59,2.84,6.88,1.29,3.12,62.80%,130,207,0.54,2.59,6.27,0.96,2.33
all,8,Taylor Fritz,61,31.64%,118,373,0.46,2.33,6.11,0.74,1.93,70.43%,212,301,0.36,1.88,4.93,0.56,1.46
all,31,Taym Al Azmeh,5,63.16%,24,38,0.69,3.45,7.6,2.18,4.8,52.17%,24,46,0.82,4.18,9.2,2,4.4
all,46,Terence Atmane,43,35.38%,75,212,0.42,2.02,4.93,0.71,1.74,61.13%,151,247,0.48,2.35,5.74,0.91,2.23
all,456,Thanasi Kokkinakis,9,35.94%,23,64,0.5,2.37,7.11,0.85,2.56,71.43%,40,56,0.44,2.07,6.22,0.59,1.78
all,115,Thiago Agustin Tirante,59,43.05%,161,374,0.55,2.67,6.34,1.15,2.73,61.16%,200,327,0.48,2.34,5.54,0.91,2.15
all,722,Thiago Cigarran,8,40.30%,27,67,0.76,3.53,8.38,1.42,3.38,59.76%,49,82,0.93,4.32,10.25,1.74,4.12
all,303,Thiago Monteiro,37,42.99%,95,221,0.54,2.63,5.97,1.13,2.57,56.93%,115,202,0.5,2.4,5.46,1.04,2.35
all,206,Thiago Seyboth Wild,37,48.55%,117,241,0.61,2.8,6.51,1.36,3.16,62.75%,155,247,0.61,2.87,6.68,1.07,2.49
all,529,Thijs Boogaard,7,31.37%,16,51,0.61,2.68,7.29,0.84,2.29,55.77%,29,52,0.6,2.74,7.43,1.21,3.29
all,321,Thomas Faurel,19,44.86%,48,107,0.48,2.33,5.63,1.04,2.53,62.18%,97,156,0.71,3.39,8.21,1.28,3.11
all,371,Tiago Pereira,33,40.82%,80,196,0.54,2.55,5.94,1.04,2.42,49.82%,137,275,0.77,3.57,8.33,1.79,4.18
all,427,Tiago Torres,10,43.37%,36,83,0.8,3.46,8.3,1.5,3.6,59.38%,57,96,0.9,4,9.6,1.62,3.9
all,500,Tibo Colson,13,25.81%,24,93,0.6,2.91,7.15,0.75,1.85,58.11%,43,74,0.48,2.31,5.69,0.97,2.38
all,961,Timo Legout,10,46.43%,39,84,0.86,4,8.4,1.86,3.9,59.68%,37,62,0.65,2.95,6.2,1.19,2.5
all,150,Timofey Skatov,54,43.45%,156,359,0.61,2.87,6.65,1.25,2.89,57.56%,217,377,0.64,3.02,6.98,1.28,2.96
all,185,Titouan Droguet,59,39.89%,144,361,0.53,2.49,6.12,0.99,2.44,61.40%,210,342,0.5,2.36,5.8,0.91,2.24
all,112,Toby Samuel,55,45.41%,193,425,0.74,3.35,7.73,1.52,3.51,64.29%,216,336,0.57,2.65,6.11,0.94,2.18
all,186,Tom Gentzsch,54,42.14%,142,337,0.56,2.7,6.24,1.14,2.63,66.67%,238,357,0.58,2.86,6.61,0.95,2.2
all,372,Tom Paris,16,38.10%,32,84,0.48,2.27,5.25,0.86,2,53.33%,48,90,0.5,2.43,5.62,1.14,2.62
all,139,Tomas Barrios Vera,50,43.31%,165,381,0.69,3.28,7.62,1.42,3.3,60.53%,207,342,0.62,2.95,6.84,1.16,2.7
all,43,Tomas Machac,30,42.69%,73,171,0.48,2.22,5.7,0.95,2.43,60.66%,111,183,0.52,2.38,6.1,0.94,2.4
all,30,Tomas Martin Etcheverry,55,38.89%,126,324,0.47,2.33,5.89,0.91,2.29,57.05%,170,298,0.44,2.14,5.42,0.92,2.33
all,567,Tomasz Berkieta,10,35.29%,18,51,0.5,2.43,5.1,0.86,1.8,59.65%,34,57,0.58,2.71,5.7,1.1,2.3
all,358,Tommaso Compagnucci,13,52.94%,36,68,0.49,2.34,5.23,1.24,2.77,59.38%,57,96,0.69,3.31,7.38,1.34,3
all,21,Tommy Paul,48,39.95%,147,368,0.57,2.81,7.67,1.12,3.06,62.13%,169,272,0.42,2.08,5.67,0.79,2.15
all,436,Trevor Svajda,13,41.11%,37,90,0.63,3.1,6.92,1.28,2.85,62.04%,67,108,0.76,3.72,8.31,1.41,3.15
all,162,Tristan Boyer,31,45.89%,95,207,0.57,2.69,6.68,1.23,3.06,58.90%,139,236,0.64,3.06,7.61,1.26,3.13
all,604,Tristan McCormick,10,40.00%,20,50,0.44,2.17,5,0.87,2,68.54%,61,89,0.81,3.87,8.9,1.22,2.8
all,148,Tristan Schoolkate,38,31.66%,82,259,0.56,2.76,6.82,0.87,2.16,60.45%,133,220,0.47,2.34,5.79,0.93,2.29
all,612,Tsung-Hao Huang,9,40.00%,22,55,0.58,2.62,6.11,1.05,2.44,58.11%,43,74,0.78,3.52,8.22,1.48,3.44
all,644,Tuncay Duran,5,41.38%,12,29,0.48,2.23,5.8,0.92,2.4,60.98%,25,41,0.68,3.15,8.2,1.23,3.2
all,329,Tung-Lin Wu,35,34.94%,87,249,0.6,2.86,7.11,1,2.49,61.28%,144,235,0.57,2.7,6.71,1.05,2.6
all,343,Tyler Zink,42,33.07%,84,254,0.56,2.67,6.05,0.88,2,60.85%,157,258,0.57,2.72,6.14,1.06,2.4
all,173,Ugo Blanchet,30,35.57%,53,149,0.42,2.07,4.97,0.74,1.77,64.63%,148,229,0.64,3.18,7.63,1.12,2.7
all,28,Ugo Humbert,56,39.78%,111,279,0.43,2.08,4.98,0.83,1.98,67.11%,204,304,0.46,2.27,5.43,0.75,1.79
all,416,Vadym Ursu,16,44.44%,56,126,0.7,3.23,7.88,1.44,3.5,54.00%,81,150,0.84,3.85,9.38,1.77,4.31
all,203,Valentin Royer,55,40.06%,129,322,0.49,2.37,5.85,0.95,2.35,62.10%,231,372,0.56,2.74,6.76,1.04,2.56
all,18,Valentin Vacherot,47,37.42%,113,302,0.54,2.6,6.43,0.97,2.4,70.72%,186,263,0.46,2.27,5.6,0.66,1.64
all,442,Valerio Aboian,25,44.13%,79,179,0.67,3.14,7.16,1.39,3.16,59.28%,131,221,0.84,3.88,8.84,1.58,3.6
all,493,Viktor Durasovic,25,36.42%,55,151,0.51,2.48,6.04,0.9,2.2,51.41%,91,177,0.61,2.9,7.08,1.41,3.44
all,128,Vilius Gaubas,54,41.51%,181,436,0.66,3.18,8.07,1.32,3.35,62.66%,292,466,0.69,3.4,8.63,1.27,3.22
all,125,Vit Kopriva,60,41.98%,170,405,0.6,2.81,6.75,1.18,2.83,58.99%,246,417,0.62,2.9,6.95,1.19,2.85
all,215,Vitaliy Sachko,37,39.06%,100,256,0.59,2.81,6.92,1.1,2.7,59.85%,161,269,0.62,2.96,7.27,1.19,2.92
all,530,Vladyslav Orlov,8,34.43%,21,61,0.63,3.05,7.62,1.05,2.62,50.65%,39,77,0.79,3.85,9.62,1.9,4.75
all,801,Wilson Leite,6,34.21%,13,38,0.67,2.71,6.33,0.93,2.17,46.81%,22,47,0.81,3.36,7.83,1.79,4.17
all,287,Yanki Erel,14,32.08%,34,106,0.6,3.03,7.57,0.97,2.43,61.73%,50,81,0.47,2.31,5.79,0.89,2.21
all,98,Yannick Hanfmann,53,35.96%,123,342,0.53,2.65,6.45,0.95,2.32,60.59%,143,236,0.37,1.83,4.45,0.72,1.75
all,312,Yasutaka Uchiyama,32,39.90%,81,203,0.54,2.64,6.34,1.05,2.53,62.78%,113,180,0.48,2.34,5.62,0.87,2.09
all,662,Ye Cong Mo,5,53.85%,14,26,0.52,2.36,5.2,1.27,2.8,40.00%,10,25,0.52,2.27,5,1.36,3
all,239,Yi Zhou,37,39.66%,94,237,0.55,2.63,6.41,1.04,2.54,61.73%,150,243,0.56,2.7,6.57,1.03,2.51
all,106,Yibing Wu,30,38.19%,76,199,0.57,2.76,6.63,1.06,2.53,59.28%,99,167,0.47,2.32,5.57,0.94,2.27
all,131,Yoshihito Nishioka,23,43.60%,75,172,0.64,3.07,7.48,1.34,3.26,56.00%,84,150,0.57,2.68,6.52,1.18,2.87
all,316,Yosuke Watanuki,21,52.54%,62,118,0.53,2.31,5.62,1.22,2.95,59.06%,88,149,0.66,2.92,7.1,1.2,2.9
all,222,Yu Hsiou Hsu,37,43.03%,105,244,0.61,2.84,6.59,1.22,2.84,57.52%,153,266,0.65,3.09,7.19,1.31,3.05
all,578,Yuki Mochizuki,5,37.50%,6,16,0.37,1.6,3.2,0.6,1.2,42.50%,17,40,0.91,4,8,2.3,4.6
all,109,Yunchaokete Bu,44,39.46%,103,261,0.53,2.58,5.93,1.02,2.34,69.81%,148,212,0.43,2.1,4.82,0.63,1.45
all,670,Yusuke Takahashi,12,38.46%,25,65,0.49,2.32,5.42,0.89,2.08,51.65%,47,91,0.69,3.25,7.58,1.57,3.67
all,383,Yuta Shimizu,37,36.01%,103,286,0.64,3.18,7.73,1.14,2.78,59.73%,175,293,0.67,3.26,7.92,1.31,3.19
all,165,Zachary Svajda,28,40.64%,76,187,0.49,2.34,6.68,0.95,2.71,56.32%,107,190,0.49,2.38,6.79,1.04,2.96
all,154,Zdenek Kolar,77,41.18%,252,612,0.75,3.5,7.95,1.44,3.27,58.32%,284,487,0.6,2.78,6.32,1.16,2.64
all,156,Zhizhen Zhang,36,34.76%,65,187,0.44,2.2,5.19,0.76,1.81,67.86%,152,224,0.52,2.64,6.22,0.85,2
all,34,Zizou Bergs,57,40.58%,153,377,0.54,2.64,6.61,1.07,2.68,56.19%,186,331,0.48,2.31,5.81,1.01,2.54
all,119,Zsombor Piros,43,42.73%,141,330,0.71,3.27,7.67,1.4,3.28,65.35%,166,254,0.53,2.51,5.91,0.87,2.05
clay,261,Abdullah Shelbayh,8,27.03%,20,74,0.75,3.52,9.25,0.95,2.5,51.90%,41,79,0.82,3.76,9.88,1.81,4.75
clay,91,Adam Walton,5,35.29%,12,34,0.52,2.27,6.8,0.8,2.4,68.33%,41,60,0.94,4,12,1.27,3.8
clay,65,Adolfo Daniel Vallejo,70,45.53%,275,604,0.83,3.77,8.63,1.72,3.93,58.96%,250,424,0.58,2.65,6.06,1.09,2.49
clay,874,Adrian Andreev,5,26.32%,10,38,0.67,3.17,7.6,0.83,2,54.55%,24,44,0.79,3.67,8.8,1.67,4
clay,73,Adrian Mannarino,8,23.40%,11,47,0.53,2.47,5.88,0.58,1.38,57.89%,44,76,0.9,4,9.5,1.68,4
clay,650,Alan Magadan,9,37.84%,28,74,0.69,3.36,8.22,1.27,3.11,58.67%,44,75,0.71,3.41,8.33,1.41,3.44
clay,20,Alejandro Davidovich Fokina,10,40.26%,31,77,0.6,2.85,7.7,1.15,3.1,60.67%,54,89,0.69,3.3,8.9,1.3,3.5
clay,222,Alejandro Moro Canas,36,42.09%,117,278,0.67,3.23,7.72,1.36,3.25,60.23%,156,259,0.62,3.01,7.19,1.2,2.86
clay,26,Alejandro Tabilo,42,40.58%,127,313,0.61,2.95,7.45,1.2,3.02,66.39%,160,241,0.47,2.27,5.74,0.76,1.93
clay,450,Alejo Sanchez Quilez,11,60.87%,42,69,0.57,2.56,6.27,1.56,3.82,57.14%,60,105,0.83,3.89,9.55,1.67,4.09
clay,108,Aleksandar Kovacevic,11,45.83%,22,48,0.37,1.71,4.36,0.79,2,60.49%,49,81,0.61,2.89,7.36,1.14,2.91
clay,67,Aleksandar Vukic,7,52.78%,19,36,0.44,1.89,5.14,1,2.71,53.45%,31,58,0.69,3.05,8.29,1.42,3.86
clay,84,Aleksandr Shevchenko,12,40.82%,40,98,0.73,3.38,8.17,1.38,3.33,63.29%,50,79,0.57,2.72,6.58,1,2.42
clay,264,Alex Barrena,47,43.58%,146,335,0.67,3.05,7.13,1.33,3.11,56.01%,205,366,0.73,3.33,7.79,1.46,3.43
clay,498,Alex Hernandez,14,38.32%,41,107,0.6,2.89,7.64,1.11,2.93,54.84%,68,124,0.73,3.35,8.86,1.51,4
clay,517,Alex Marti Pujolras,5,47.06%,16,34,0.69,3.4,6.8,1.6,3.2,55.10%,27,49,1.02,4.9,9.8,2.2,4.4
clay,355,Alex Martinez,11,50.00%,35,70,0.59,2.8,6.36,1.4,3.18,54.17%,39,72,0.62,2.88,6.55,1.32,3
clay,41,Alex Michelsen,13,42.55%,40,94,0.58,2.69,7.23,1.14,3.08,52.27%,46,88,0.54,2.51,6.77,1.2,3.23
clay,81,Alex Molcan,33,44.49%,113,254,0.77,3.53,7.7,1.57,3.42,63.13%,113,179,0.55,2.49,5.42,0.92,2
clay,332,Alex Rybakov,6,45.45%,20,44,0.58,2.93,7.33,1.33,3.33,52.94%,27,51,0.68,3.4,8.5,1.6,4
clay,7,Alex de Minaur,13,44.12%,45,102,0.63,2.91,7.85,1.29,3.46,66.40%,83,125,0.77,3.57,9.62,1.2,3.23
clay,205,Alexander Blockx,26,45.96%,74,161,0.51,2.44,6.19,1.12,2.85,66.88%,103,154,0.47,2.33,5.92,0.77,1.96
clay,11,Alexander Bublik,16,41.46%,34,82,0.44,2.16,5.12,0.89,2.12,64.44%,58,90,0.47,2.37,5.62,0.84,2
clay,549,Alexander Donski,8,40.00%,12,30,0.31,1.58,3.75,0.63,1.5,54.55%,24,44,0.46,2.32,5.5,1.05,2.5
clay,496,Alexander Ritschard,11,51.28%,40,78,0.68,3.12,7.09,1.6,3.64,61.04%,47,77,0.68,3.08,7,1.2,2.73
clay,100,Alexander Shevchenko,15,34.78%,40,115,0.7,3.19,7.67,1.11,2.67,51.65%,47,91,0.56,2.53,6.07,1.22,2.93
clay,592,Alexander Vasilev,16,44.00%,44,100,0.67,3.03,6.25,1.33,2.75,63.50%,87,137,0.94,4.15,8.56,1.52,3.12
clay,3,Alexander Zverev,24,46.60%,96,206,0.67,3.12,8.58,1.45,4,50.53%,48,95,0.31,1.44,3.96,0.71,1.96
clay,132,Alexandre Muller,17,37.50%,30,80,0.45,2.05,4.71,0.77,1.76,63.64%,84,132,0.73,3.38,7.76,1.23,2.82
clay,25,Alexei Popyrin,12,37.10%,23,62,0.42,2,5.17,0.74,1.92,57.41%,31,54,0.36,1.74,4.5,0.74,1.92
clay,413,Alexey Vatutin,6,42.50%,17,40,0.62,2.86,6.67,1.21,2.83,62.96%,34,54,0.87,3.86,9,1.43,3.33
clay,272,Alvaro Guillen Meza,61,42.70%,228,534,0.75,3.61,8.75,1.54,3.74,54.12%,256,473,0.68,3.2,7.75,1.47,3.56
clay,304,Andrea Collarini,35,43.64%,127,291,0.74,3.46,8.31,1.51,3.63,54.65%,141,258,0.65,3.07,7.37,1.39,3.34
clay,227,Andrea Guerrieri,23,44.93%,93,207,0.81,3.91,9,1.75,4.04,55.34%,114,206,0.81,3.89,8.96,1.74,4
clay,137,Andrea Pellegrino,39,42.18%,116,275,0.63,2.89,7.05,1.22,2.97,57.66%,143,248,0.56,2.61,6.36,1.11,2.69
clay,393,Andrea Picchione,8,45.16%,28,62,0.76,3.44,7.75,1.56,3.5,55.10%,27,49,0.58,2.72,6.12,1.22,2.75
clay,404,Andrej Martin,19,35.25%,43,122,0.61,2.84,6.42,1,2.26,55.26%,63,114,0.57,2.65,6,1.19,2.68
clay,244,Andrej Nedic,38,50.51%,148,293,0.74,3.37,7.71,1.7,3.89,54.69%,140,256,0.66,2.94,6.74,1.33,3.05
clay,223,Andres Andrade,10,31.88%,22,69,0.66,3,6.9,0.96,2.2,62.50%,45,72,0.71,3.13,7.2,1.17,2.7
clay,381,Andres Martin,5,38.89%,14,36,0.56,2.77,7.2,1.08,2.8,53.85%,21,39,0.6,3,7.8,1.38,3.6
clay,726,Andres Santamarta Roig,13,52.27%,46,88,0.69,3.26,6.77,1.7,3.54,57.41%,62,108,0.87,4,8.31,1.7,3.54
clay,642,Andrew Paulson,8,36.21%,21,58,0.67,3.05,7.25,1.11,2.62,61.29%,38,62,0.68,3.26,7.75,1.26,3
clay,16,Andrey Rublev,22,38.27%,75,196,0.71,3.38,8.91,1.29,3.41,67.76%,103,152,0.55,2.62,6.91,0.84,2.23
clay,262,Andy Andrade,11,49.30%,35,71,0.57,2.84,6.45,1.4,3.18,60.44%,55,91,0.75,3.64,8.27,1.44,3.27
clay,352,Antoine Ghibaudo,8,40.62%,26,64,0.8,3.56,8,1.44,3.25,66.67%,38,57,0.67,3.17,7.12,1.06,2.38
clay,373,Anton Matusevich,6,40.62%,13,32,0.52,2.46,5.33,1,2.17,65.22%,30,46,0.7,3.54,7.67,1.23,2.67
clay,769,Arklon Huertas Del Pino Cordova,9,37.14%,26,70,0.66,3.33,7.78,1.24,2.89,61.90%,39,63,0.62,3,7,1.14,2.67
clay,114,Arthur Fery,12,38.68%,41,106,0.76,3.79,8.83,1.46,3.42,64.86%,48,74,0.54,2.64,6.17,0.93,2.17
clay,24,Arthur Fils,11,36.62%,26,71,0.62,2.96,6.45,1.08,2.36,69.39%,34,49,0.42,2.04,4.45,0.62,1.36
clay,127,Arthur Gea,21,38.56%,59,153,0.65,3.12,7.29,1.2,2.81,65.73%,94,143,0.6,2.92,6.81,1,2.33
clay,29,Arthur Rinderknech,16,30.51%,36,118,0.6,2.95,7.38,0.9,2.25,67.57%,50,74,0.38,1.85,4.62,0.6,1.5
clay,227,August Holmgren,7,33.96%,18,53,0.6,2.94,7.57,1,2.57,52.94%,18,34,0.39,1.89,4.86,0.89,2.29
clay,525,Aziz Ouakaa,5,25.00%,5,20,0.43,1.82,4,0.45,1,44.74%,17,38,0.86,3.45,7.6,1.91,4.2
clay,300,Beibit Zhukayev,6,36.59%,15,41,0.55,2.73,6.83,1,2.5,63.64%,28,44,0.59,2.93,7.33,1.07,2.67
clay,10,Ben Shelton,13,34.55%,19,55,0.31,1.57,4.23,0.54,1.46,71.43%,40,56,0.31,1.6,4.31,0.46,1.23
clay,70,Benjamin Bonzi,5,37.50%,9,24,0.36,1.71,4.8,0.64,1.8,58.97%,23,39,0.59,2.79,7.8,1.14,3.2
clay,506,Benjamin Hassan,10,38.96%,30,77,0.65,3.08,7.7,1.2,3,59.76%,49,82,0.71,3.28,8.2,1.32,3.3
clay,732,Benjamin Torrealba,5,40.62%,13,32,0.57,2.67,6.4,1.08,2.6,40.91%,18,44,0.83,3.67,8.8,2.17,5.2
clay,834,Bernabe Zapata Miralles,6,39.39%,13,33,0.56,2.36,5.5,0.93,2.17,42.59%,23,54,0.92,3.86,9,2.21,5.17
clay,171,Bernard Tomic,5,36.73%,18,49,0.88,4.08,9.8,1.5,3.6,77.27%,34,44,0.79,3.67,8.8,0.83,2
clay,155,Billy Harris,7,43.33%,13,30,0.39,1.76,4.29,0.76,1.86,44.44%,16,36,0.47,2.12,5.14,1.18,2.86
clay,70,Botic van de Zandschulp,11,41.38%,36,87,0.67,3.22,7.91,1.33,3.27,60.67%,54,89,0.7,3.3,8.09,1.3,3.18
clay,31,Brandon Nakashima,10,50.75%,34,67,0.49,2.39,6.7,1.21,3.4,45.45%,20,44,0.32,1.57,4.4,0.86,2.4
clay,628,Bruno Fernandez,15,39.02%,48,123,0.68,3.32,8.2,1.3,3.2,51.24%,62,121,0.66,3.27,8.07,1.59,3.93
